tweet_id,tweet_created,tweet_extracted,text,lang,user_id,user_name,user_username,user_location,user_description,user_created,user_followers_count,user_following_count,user_tweet_count,user_verified,source,retweet_count,like_count,reply_count,impression_count
1.6427990086484337e+18,2023-04-03 07:59:40+00:00,06:56.4,"🔥Hey Guys, #ZenithSwap has launched at just $ 55,000 USD Marketcap. The ChatGPT of DEX - Reimagining DeFi with AI-Powered Yield Farming. Now at 4X. Lot of up potential at such low marketcap.🔥😇 $ARB $ZSP #Arbitrum https://t.co/ScmvleWftQ",en,1638945945433014272,Anya,Anya23741694868,,,2023-03-23 16:49:22+00:00,2,64,1,FALSE,,0,0,0,11
1.6427537869710582e+18,2023-04-03 04:59:58+00:00,06:53.4,"RT @CerfiaFR: 🤖 FLASH | Grâce à #GTP3 et #GPT4, le robot  @AmecaTheRobot a pu avoir une discussion avec un chercheur, en ayant ses propres…",fr,1113695587038265344,Ce.HBT_ntech,HUBERTCdric3,,,2019-04-04 06:51:34+00:00,21,41,200,FALSE,,3525,0,0,0
1.6429649899706163e+18,2023-04-03 18:59:13+00:00,07:08.3,"@guidoscorza @GPDP_IT Buongiorno, per favore può fare riattivare il servizio chatGpt in Italia evitando di dover pagare una VPN per poter accedere ?",it,1296131619342909440,ɖɛʀɛӄ ×,notthisstime,,KTB,2020-08-19 17:07:41+00:00,7228,4443,160238,FALSE,,0,0,0,12
1.642814161934598e+18,2023-04-03 08:59:52+00:00,06:57.4,"RT @SansTabac92: Un médecin passe à côté du diagnostic, son patient est sauvé par ChatGPT https://t.co/UGiI1b61e5 via @leQdM",fr,382302326,Alain,akr54121,,"Hockey, foot, hockey, échecs, hockey ⛸🏒
Soutien à ce quatuor https://t.co/U4td0eo0ZF",2011-09-29 20:48:31+00:00,93,222,3651,FALSE,,1,0,0,0
1.6427083693153649e+18,2023-04-03 01:59:29+00:00,06:50.6,"🔥Hey Guys, #ZenithSwap has launched at just $ 55,000 USD Marketcap. The ChatGPT of DEX - Reimagining DeFi with AI-Powered Yield Farming. Now at 4X. Lot of up potential at such low marketcap.🔥😇 $ARB $ZSP #Arbitrum https://t.co/hIO0wQFH1Y",en,714229291001597952,keimama,keimama17,,家族を守りたい母親👩 高齢の母と同居しており👵 もろもろ情報収集用です🍀無言フォローお許しください☘️フォロバは積極的ではありません💦 失礼あったらすみません🙇‍♀️,2016-03-27 23:15:07+00:00,222,674,79506,FALSE,,0,0,0,11
1.6427083548866929e+18,2023-04-03 01:59:26+00:00,06:50.6,"My first reminder that GPT4 (which is astonishingly powerful) was somewhat brittle came when I tried Midjourney-style emphasis in a thread. Here’s what I did:

By adding hyperbolic words (“a very extremely superbly greatly important”) before part of the prompt, I was able to get… https://t.co/AhCfm3eO1g",en,1627008427758333952,Junie Fallen,junie_fallen,,,2023-02-18 18:13:40+00:00,0,76,55,FALSE,,1,9,1,2710
1.6429802396335268e+18,2023-04-03 19:59:48+00:00,07:09.4,RT @VictorTaelin: Pro tip: you can greatly increase GPT-4's effective context size by asking it to compress your prompts using its own abbr…,en,252676902,matt wilkie,maphewyk,yukon,"maphew@gmail.com, @maphew@indieweb.social",2011-02-15 17:45:26+00:00,146,856,1997,FALSE,,515,0,0,0
1.642814084180742e+18,2023-04-03 08:59:34+00:00,06:57.4,RT @GEELAMBORGHINI: @vidsthatgohard Graphics by AI...  #ChatGPT https://t.co/s7ihG9bBe2,en,829424385643552768,🍓,strawb3rr_m1lk,,,2017-02-08 20:19:18+00:00,156,375,22588,FALSE,,1724,0,0,0
1.6430102359786373e+18,2023-04-03 21:59:00+00:00,07:11.7,DBZ en septième position ? Mdrr la source?? Votre chatGPT fume! HxH en dernier nonnn ltb https://t.co/5jIPsTJGfL,fr,2639636154,Il salotto di Ceci Simo - magazine,wordsandmore1,Italy,"Magazine di cultura e informazione. Il salotto delle idee… letteratura, musica. Words & More Books @libridalsalotto",2014-07-13 20:50:14+00:00,1710,1692,98682,FALSE,,0,8,4,730
1.6429650573560463e+18,2023-04-03 18:59:29+00:00,07:08.3,RT @gaspardooo: Mais il a craqué ChatGPT ??? https://t.co/BlcBAjoQRN,fr,1642963596069212160,そら,vd9fl,,AIやNFTの事など学習し発信。,2023-04-03 18:53:54+00:00,16,16,27,FALSE,,2080,0,0,0
1.6428141573668864e+18,2023-04-03 08:59:51+00:00,06:57.4,"RT @CerfiaFR: 🤖 FLASH | Grâce à #GTP3 et #GPT4, le robot  @AmecaTheRobot a pu avoir une discussion avec un chercheur, en ayant ses propres…",fr,3322855155,Chéyenne,BathelierC,,|F|ille |O|rginal |L|ouable |L|umineuse |E|patante #Paris,2015-06-13 12:04:21+00:00,22,38,441,FALSE,,3525,0,0,0
1.6429802045397893e+18,2023-04-03 19:59:40+00:00,07:09.4,"RT @manweb_man: 🚨AIRDROP ALERT !!!

🤖Follow me &amp; @suigrinders 

🤖Like and RT
🤖Tag 3 Friends
🤖Drop your Solana Wallet👇🏿

@hey_wallet send 99…",en,1583055450936836098,EMorrer,EstelaMorrer,,,2022-10-20 11:20:21+00:00,140,1819,7233,FALSE,,80,0,0,0
1.642798931296809e+18,2023-04-03 07:59:21+00:00,06:56.4,"🔥Hey Guys, #ZenithSwap has launched at just $ 55,000 USD Marketcap. The ChatGPT of DEX - Reimagining DeFi with AI-Powered Yield Farming. Now at 4X. Lot of up potential at such low marketcap.🔥😇 $ARB $ZSP #Arbitrum https://t.co/Me13yA0JOy",en,1630911754082611201,Dee Tapija,TapijaDee,,,2023-03-01 12:44:05+00:00,0,38,32,FALSE,,0,0,0,0
1.6429800937558098e+18,2023-04-03 19:59:14+00:00,07:09.4,RT @0xgaut: POV: you’re chatGPT https://t.co/hSAJ8PXZdW,en,1561405373671931904,Sacheth Srinivasa,SachethSriniva1,,,2022-08-21 17:30:42+00:00,18,216,991,FALSE,,533,0,0,0
1.6428291810411151e+18,2023-04-03 09:59:33+00:00,06:58.4,"Derrière ChatGPT et Bard, la guerre à bas bruit que se mènent Microsoft et Google https://t.co/3Tv9VQawxk https://t.co/SP33ZeAqPL",fr,938642159657299968,烦烦,FanFan32111,People's Republic of China,一朵花为什么开放呢,2017-12-07 05:31:44+00:00,27,552,103,FALSE,,0,0,0,14
1.6430255567771034e+18,2023-04-03 22:59:53+00:00,07:12.9,"No, la Germania no.
Il ministero federale del digitale boccia il blocco di ChatGPT come in Italia. ""Non abbiamo bisogno di un divieto delle applicazioni di intelligenza artificiale, ma di modi per garantire valori come la democrazia e la trasparenza"".
E rimanda tutto alla UE. https://t.co/LPuM8irhJQ",it,255384728,Los Cornetteros,loscornetteros,Posizione: Chiedetelas al NSA,"È statas na bellas storias. Un giorno la racconteremos davanti a un fuoco fatuos.
Trani 1996 - Alghero 1997 - Sassari 1999 - Ferrara 2007 - 📴 dal 2020",2011-02-21 07:31:30+00:00,1167,659,52625,FALSE,,0,0,0,48
1.6430406381062185e+18,2023-04-03 23:59:49+00:00,07:14.2,"Hace unos días hice un intento de hacer unos ""cuentitos audiovisuales"" completamente generados con IA, pero la verdad que chatgpt no lo logra tanto con tema de sacarle el laburo a los escritores! ✍️",es,53114903,Vanessa Casco,soyvaneboo,"Asunción, Paraguay","Productora, lectora compulsiva, guitar player. Amante de las tardes de café y las charlas sobre cine. Escribo. CEO en #Creaticapy Hablo de Libros en #RadioBooks",2009-07-02 16:43:49+00:00,1184,1138,26370,FALSE,,0,1,0,140
1.6427989765702085e+18,2023-04-03 07:59:32+00:00,06:56.4,"RT @Zenith_Swap: We are listing on our own exchange and SushiSwap at 2:30 PM UTC

ZenithSwap - The ChatGPT of DEX
Reimagining Decentralized…",en,1070720285215744001,Maybe1Dante,semihshn06,,,2018-12-06 16:43:03+00:00,30,251,426,FALSE,,25944,0,0,0
1.64294992898415e+18,2023-04-03 17:59:22+00:00,07:07.1,"@YesMachiavelli Take the first 100 words of Genesis in the Bible, strip it of ""wokeness"" and rewrite it, to show students the outcome for a media literacy class 

GPT4:
""In the beginning, the universe came into existence. This vast expanse, with its celestial bodies and cosmic energy, was… https://t.co/vSo4hTuSd9",en,1561125727692627968,Dulce Saenz,DulceSaenzz,,"https://t.co/c1swhl8174
https://t.co/rJsnNxH12p",2022-08-20 22:59:31+00:00,3,121,282,FALSE,,0,1,2,359
1.6429349694996152e+18,2023-04-03 16:59:55+00:00,07:05.9,"RT @rowancheung: AI prompting is the best skill to learn right now. 

Companies are now paying up to $335,000/year for Prompt Engineers.

H…",en,3003579025,Néstor Chávez,ibrawill08,El Salvador,"Je suis un Assassin. Es así, C'est la vie.",2015-01-30 14:22:39+00:00,94,525,3673,FALSE,,1174,0,0,0
1.642753604938502e+18,2023-04-03 04:59:14+00:00,06:53.4,RT @jessicard: i hooked up chatgpt to a furby and I think this may be the start of something bad for humanity https://t.co/jximZe2qeG,en,2424231010,saki,alisaqib007,"Attock, Pakistan","بسم اللّہ الرّحمٰن الرّحیم
تم کسی کی مدد کےمحتاج نہیں بلکہ خداتمہارا سرپرست ہےاوروہ سب مدد گاروں سےبہتر ہے
آیت 150؛سورہ اٰلِِ عمرٰن ؛ پارہ 4",2014-03-20 08:11:47+00:00,147,108,697,FALSE,,7655,0,0,0
1.6427687645289103e+18,2023-04-03 05:59:29+00:00,06:54.4,"RT @jbrowder1: I asked the new ChatGPT browsing extension to find me some money. Within a minute, I had $210 on the way to my bank account…",en,1603702873631907840,Evelynn Agostinelli,EvelynnAgostin1,,,2022-12-16 10:45:48+00:00,0,75,48,FALSE,,1730,0,0,0
1.6429197701641953e+18,2023-04-03 15:59:31+00:00,07:04.7,"RT @astrobotic: We asked ChatGPT to write a post about Griffin ramp vibration tests: ""Just witnessed a space structure vibration test and i…",en,1530772181365293058,Rich Par,AstroPnoy,Southern California ,"A big NASA nerd who incessantly retweets almost anything space-related...from Artemis and JWST to Sagittarius A* and exoplanets. Ad astra!

(I don't read DMs.)",2022-05-29 04:45:38+00:00,4159,4032,20564,TRUE,,15,0,0,0
1.6428593450491822e+18,2023-04-03 11:59:25+00:00,07:00.4,"RT @CerfiaFR: 🤖 FLASH | Grâce à #GTP3 et #GPT4, le robot  @AmecaTheRobot a pu avoir une discussion avec un chercheur, en ayant ses propres…",fr,1388138236199858182,一期一会,faisavecchali,จะไปไหนก็ไป แต่จะไปง่าว,The older version of me used to be more fun / retweet ≠ endorsement,2021-04-30 14:28:56+00:00,53,301,54388,FALSE,,3525,0,0,0
1.642768723806151e+18,2023-04-03 05:59:19+00:00,06:54.4,"RT @heykahn: ChatGPT is just the tip of the iceberg.

1,000+ AI tools were released in March.

Here are the 10 most valuable AI tools to bo…",en,1622606788309970944,Tennie Stinde,StindeTennie,,,2023-02-06 14:43:07+00:00,0,35,28,FALSE,,11531,0,0,0
1.642859333758206e+18,2023-04-03 11:59:22+00:00,07:00.4,RT @lghezouani: RIP ChatGPT 😭,en,1434907243783200770,祇条 錯(shijo_saku),shijo_saku,,"読書大好き理系大学院生。
読書か研究の話をします。
ブログ作りました。
久しぶりに更新しました。",2021-09-06 15:52:09+00:00,110,88,110,FALSE,,36,0,0,0
1.643025458206847e+18,2023-04-03 22:59:29+00:00,07:12.9,RT @MathiasSsemanda: TurnitIn—a tool that helps over 2.1 million teachers worldwide to trace plagiarism promised us an upgrade that would d…,en,1257038843397668864,Kamugisha Devis🇺🇬,MweneSilver,Uganda,"86th GRC MAKERERE UNIVERSITY, 
Intellectual property enthusiast",2020-05-03 20:06:52+00:00,331,1704,480,FALSE,,4,0,0,0
1.6427385527810417e+18,2023-04-03 03:59:26+00:00,06:52.5,RT @DataChaz: The rise of the #ChatGPT Developer! 😁 https://t.co/xUqSGPcVQd,en,1594934933264695296,Flyin Brian,Flyin_Brian7,,Key to Life is continuous improvement. Small change make big change Don't stop never stopping,2022-11-22 06:05:25+00:00,40,478,567,TRUE,,729,0,0,0
1.6429499382032343e+18,2023-04-03 17:59:24+00:00,07:07.1,"RT @ListenToGordon: ChatGPT está en todas partes y todo el mundo lo utiliza.

Pero la mayoría de la gente no sabe cómo usarlo *inteligentem…",es,17917051,Darby Bailey ⭕️🖍️🪱,DarbyBaileyXO,Planet Surfing ,Human. AI Voice (Tellme) Since '99 💫 Doc Candidate (Entertainment-Ed in Tech) Ambassador SLC @singularityU. Founder @kirlnetworks | N&W2 @_buildspace,2008-12-06 05:07:11+00:00,4581,5032,51873,TRUE,,1977,0,0,0
1.642693360811909e+18,2023-04-03 00:59:51+00:00,06:49.8,"RT @DjMjora: @SizweDhlomo ChatGPT won’t save you if you can’t code unfortunately… chatGPT is a glorified stackoverflow , you still need to…",en,475126332,KaraboM,KaraboMaboka,"localhost,Polokwane","National Youth ICT Council🇿🇦 •Google Africa Developer Scholarship Mentor •IT Student•Data Science Graduate🎓•Innovator
Github:https://t.co/6nBLD1ItQO",2012-01-26 18:25:26+00:00,2993,3887,5958,FALSE,,24,0,0,0
1.6429198107816591e+18,2023-04-03 15:59:41+00:00,07:04.7,RT @biboulfouu: Chatgpt est la plus grande invention du siècle https://t.co/kAya789KrI,fr,895057885801181185,Lucas👾,LucasSezille,"Paris, France",Que dieu vous guide sauf Ekitike sah,2017-08-08 23:03:24+00:00,27,126,335,FALSE,,1774,0,0,0
1.6428594375925596e+18,2023-04-03 11:59:47+00:00,07:00.4,"Aeya Premium Accounts

Netflix full warranty
Grammarly
Spotify
Bartleby learn
Quillbot
Youtube
Canva lifetime
Canva pro
Picsart gold
Viu
Iwant tfc
Disney+ plus ph
Turnitin
DISCORD BOT 5in1unlock
Coursehero
chegg
bartleby
scribd
Chatgpt
nhjkh",en,3170851129,あﾞあﾞあﾞあﾞあﾞあﾞあﾞあﾞ,fujiyuz108,秒ファボ多いですごめんね！！,重工おわらないで 20↑ship/妄想吐くとこ@mmm_ohts,2015-04-24 13:44:27+00:00,192,499,139521,FALSE,,0,0,0,30
1.6428141317189796e+18,2023-04-03 08:59:45+00:00,06:57.4,"RT @heykahn: ChatGPT is just the tip of the iceberg.

1,000+ AI tools were released in March.

Here are the 10 most valuable AI tools to bo…",en,2313116214,Migs,migsortiz,Butuan City,We're the first generation that gets to live twice.,2014-01-27 06:17:33+00:00,241,304,3952,FALSE,,11531,0,0,0
1.6429047118912307e+18,2023-04-03 14:59:41+00:00,07:03.6,RT @hasantoxr: 15 Best ChatGPT prompts to finish hours of work in seconds: https://t.co/fXk1RX6Eon,en,1314323222,SAJJAD KHALID,SAJJADKHALIID,,"Coder, Civil Engineer, Python Programmer
Automation engineer",2013-03-29 16:15:57+00:00,108,1210,2364,FALSE,,1700,0,0,0
1.642965181176361e+18,2023-04-03 18:59:58+00:00,07:08.3,"RT @RosanaFerrero: 🚀¡ChatGPT Prompts para la ciencia de datos!
Escribir en #Python
Explicar el código
Optimizar código
Formatear código
Tra…",es,1355726706540244993,Alex 🇲🇽,AprendizajeAut4,127.0.0.1:8080,𝚋𝚒𝚐𝚍𝚊𝚝𝚊 • 𝚜𝚌𝚊𝚕𝚊 • 𝚓𝚊𝚟𝚊 ☕,2021-01-31 03:56:59+00:00,275,835,8804,FALSE,,141,0,0,0
1.6429651150993162e+18,2023-04-03 18:59:42+00:00,07:08.3,"@guidoscorza @GPDP_IT Buongiorno, per favore può fare riattivare il servizio chatGpt in Italia evitando di dover pagare una VPN per poter accedere ?",it,607405284,Beril,brldeniz,"Ankara, Türkiye",İskenderun/Ankara,2012-06-13 15:55:10+00:00,131,335,2770,FALSE,,0,0,0,12
1.6429349128431493e+18,2023-04-03 16:59:42+00:00,07:05.9,"RT @emollick: You can get much better results out of ChatGPT by forcing it to go through a step-by-step process.

An example: ChatGPT is ge…",en,213900401,John Fawkes 🇺🇦,johnfawkes,"Los Angeles, CA","I write about fitness, self-improvement, and economics, play Mad Max football, take photos, and help tech startups with their marketing.",2010-11-10 01:59:21+00:00,805,1256,8493,FALSE,,882,0,0,0
1.6428442751288197e+18,2023-04-03 10:59:32+00:00,06:59.4,RT @jessicard: i hooked up chatgpt to a furby and I think this may be the start of something bad for humanity https://t.co/jximZe2qeG,en,6738842,🥩🥩Tim Hayward🥩🥩,timhayward,Cambridge. February the 19th. ,"...life, Liberty, and the pursuit of happiness.",2007-06-11 12:38:12+00:00,22066,748,1219,TRUE,,7655,0,0,0
1.6426933636726866e+18,2023-04-03 00:59:52+00:00,06:49.8,"Beat this, #ChatGPT https://t.co/HhK7pzUOoa",en,28073663,T.J. Collins,rummychap,Recently returned,News is what a chap who doesn't care much about anything wants to read.,2009-04-01 08:34:15+00:00,551,160,61,FALSE,,0,0,0,66
1.6428744509063455e+18,2023-04-03 12:59:26+00:00,07:01.4,RT @biboulfouu: Chatgpt est la plus grande invention du siècle https://t.co/kAya789KrI,fr,4236235055,justini Morellini,Mrl_justin,pom pom galli,"aigri des aigris, supporter de Bordeaux jusqu'en ligue 2. Étudiant en sound design. Brûlez tout",2015-11-20 17:56:12+00:00,241,382,30900,FALSE,,1774,0,0,0
1.6429801760813302e+18,2023-04-03 19:59:33+00:00,07:09.4,RT @biboulfouu: Chatgpt est la plus grande invention du siècle https://t.co/kAya789KrI,fr,1049639210733461504,Sīm 𒌐,VengaL7C,"Dijon, France",⭐️⭐️⭐️ @KarmineCorp,2018-10-09 12:34:23+00:00,158,502,6508,FALSE,,1774,0,0,0
1.643040680401412e+18,2023-04-03 23:59:59+00:00,07:14.2,@PrometeoRP @taju_9 aqui lo mismo te resuelven la duda que tenías de ChatGPT,es,2497510520,DracoWho,draconiusmac,Entre Skaro y Gallifrey. ,"Friki, metalero,Whovian.
Calvo, barbudo, hago muebles y tengo en gato. Un chollo.
Instagram: https://t.co/lPbx4lQ0Uw",2014-05-16 01:40:04+00:00,762,443,16095,FALSE,,0,1,0,87
1.6427687405961994e+18,2023-04-03 05:59:23+00:00,06:54.4,"🔥Hey Guys, #ZenithSwap has launched at just $ 55,000 USD Marketcap. The ChatGPT of DEX - Reimagining DeFi with AI-Powered Yield Farming. Now at 4X. Lot of up potential at such low marketcap.🔥😇 $ARB $ZSP #Arbitrum https://t.co/XdxqkuV6Lg",en,1521733223507587073,Hoa Quang Dung,Settlemik86m,,,2022-05-04 06:07:57+00:00,0,26,28,FALSE,,0,0,0,3
1.6429952885990646e+18,2023-04-03 20:59:36+00:00,07:10.6,"@DanBlank I asked ChatGPT to generate a list of topics that would be addressed by a book on a topic I'm writing on, and it did suggest a couple of topics I had missed and then added to my outline.",en,4021048119,The Indy Author,TheIndyAuthor,,"Matty Dalrymple podcasts, writes, speaks, and consults on the writing craft and the publishing voyage as The Indy Author.",2015-10-23 02:22:48+00:00,535,167,2714,FALSE,,0,2,0,11
1.6427688631283712e+18,2023-04-03 05:59:52+00:00,06:54.4,"RT @a_ileigh: tysm💌@NFTerryBain it makes ME very happy that you are at the West Hollywood Art Scene Adventures 1,  4 &amp; 5 with me &amp; chatgpt…",en,819456248978534400,santiago,neymrqz,🛸,"artist ⛽⚔️
PFP by @yuri_jjjj

https://t.co/OAEZ7Wpn6L https://t.co/vwJA5tSsn9",2017-01-12 08:09:29+00:00,19939,7778,231789,TRUE,,2,0,0,0
1.6427990110012457e+18,2023-04-03 07:59:40+00:00,06:56.4,"RT @heykahn: ChatGPT is just the tip of the iceberg.

1,000+ AI tools were released in March.

Here are the 10 most valuable AI tools to bo…",en,457821692,Colonel Angus,thedewjosh,Infinity & Beyond,Come to the dark side.,2012-01-07 21:25:11+00:00,8199,4239,345973,FALSE,,11531,0,0,0
1.6430405148733604e+18,2023-04-03 23:59:19+00:00,07:14.2,RT @hasantoxr: 15 Best ChatGPT prompts to finish hours of work in seconds: https://t.co/fXk1RX6Eon,en,1444744793528193028,Azamat,AzamatKuzin,,Looking for interesting in art.,2021-10-03 19:25:29+00:00,1485,599,15545,FALSE,,1700,0,0,0
1.6429198814094295e+18,2023-04-03 15:59:58+00:00,07:04.7,@mongemalo El email lo escribes tú o es cosa de chatgpt?,es,1319571421325086721,M.Feliz,MFeliz10,,,2020-10-23 09:28:46+00:00,7,228,772,FALSE,,0,1,0,332
1.6427234481358643e+18,2023-04-03 02:59:25+00:00,06:51.5,RT @JakeSucky: These guys asked ChatGPT how to win a Valorant game and got their opponent to surrender lmao https://t.co/EVZyD7CfPi,en,1509637247884214273,Lootsmith,Lootsmith,,,2022-03-31 21:02:40+00:00,23,261,336,FALSE,,504,0,0,0
1.6428443765849334e+18,2023-04-03 10:59:56+00:00,06:59.4,"RT @heykahn: ChatGPT is just the tip of the iceberg.

1,000+ AI tools were released in March.

Here are the 10 most valuable AI tools to bo…",en,1241784746,St. Peter Obi,KennethOgwo,Lagos,"Character, Competence & Capacity ❤️ 
+ Go & Verify",2013-03-04 17:10:12+00:00,690,675,4115,FALSE,,11531,0,0,0
1.6430104135908884e+18,2023-04-03 21:59:42+00:00,07:11.7,"🔥Hey Guys, #ZenithSwap has launched at just $ 55,000 USD Marketcap. The ChatGPT of DEX - Reimagining DeFi with AI-Powered Yield Farming. Now at 4X. Lot of up potential at such low marketcap.🔥😇 $ARB $ZSP #Arbitrum https://t.co/eWLsdVy3Sm",en,1198709525987155969,𝑨𝒗,arthurvncius17,"Minas Gerais, Brasil",BH|18y,2019-11-24 21:06:50+00:00,384,787,3103,FALSE,,0,0,0,15
1.6428292538752082e+18,2023-04-03 09:59:51+00:00,06:58.4,"🔥Hey Guys, #ZenithSwap has launched at just $ 55,000 USD Marketcap. The ChatGPT of DEX - Reimagining DeFi with AI-Powered Yield Farming. Now at 4X. Lot of up potential at such low marketcap.🔥😇 $ARB $ZSP #Arbitrum https://t.co/g0HtgdsG6B",en,1630008978595008512,A&A Fashion Shop,shop1_aa,,,2023-02-27 00:57:22+00:00,10,100,142,FALSE,,0,0,0,7
1.6430406812907725e+18,2023-04-03 23:59:59+00:00,07:14.2,"RT @rowancheung: This will make ChatGPT prompting 10x easier. 

Give GPT-4 a topic, and it asks itself questions based on its own response.…",en,1525205904223875074,Edris Amaru Ramathan,Liberal_itesot,"Kampala, Uganda","senior strategists @Tuzimbetechlabs  dev ops,man u,techprenuer,foodie,travel enthusiast.",2022-05-13 20:06:55+00:00,68,377,1380,FALSE,,471,0,0,0
1.642919750404821e+18,2023-04-03 15:59:27+00:00,07:04.7,RT @sadhvi_twts: Chatgpt: (acts as) an older sibling which I always wished to have for guidance,en,1551648174955266048,chiku,va_nshbaba,,"humourous tweets and dank memes

tl account @chiku_baba2 some of my banger content",2022-07-25 19:19:00+00:00,1908,365,54840,FALSE,,2,0,0,0
1.6427083208247214e+18,2023-04-03 01:59:18+00:00,06:50.6,"🔥Hey Guys, #ZenithSwap has launched at just $ 55,000 USD Marketcap. The ChatGPT of DEX - Reimagining DeFi with AI-Powered Yield Farming. Now at 4X. Lot of up potential at such low marketcap.🔥😇 $ARB $ZSP #Arbitrum https://t.co/6IkdbHk1VB",en,1626857640155566080,Melody Brisbin,BrisbinMelody,,,2023-02-18 08:14:29+00:00,1,75,54,FALSE,,0,0,0,9
